num__Age,num__Income,num__AdSpend,num__ClickThroughRate,num__ConversionRate,num__WebsiteVisits,num__PagesPerVisit,num__TimeOnSite,num__SocialShares,num__EmailOpens,num__EmailClicks,num__PreviousPurchases,num__LoyaltyPoints,num__CostPerVisit,num__CostPerClick,num__EmailEngagementRate,num__CustomerValue,num__IncomeToAdSpend,num__SiteEngagementScore,num__SocialAmplification,num__CTR_x_PagesPerVisit,cat__Gender_Male,cat__CampaignChannel_PPC,cat__CampaignChannel_Referral,cat__CampaignChannel_SEO,cat__CampaignChannel_Social Media,cat__CampaignType_Consideration,cat__CampaignType_Conversion,cat__CampaignType_Retention
-0.0,-0.0,-0.34929547324154836,-0.0,-0.28391296235216923,-0.21699827023231186,0.021452911036150584,0.20959052487829116,0.0,0.029819056773220748,-0.06661885044061451,-0.09470104341297315,-0.1584276538356309,0.002143611408497109,-0.0,-0.0,-0.0017680748387220926,-0.0,0.06975638291128097,0.0,-0.10261530577450749,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.23871394051537848,-0.0
-0.0,0.0,-0.22081945960528238,-0.0,-0.209477690097716,-0.05724494245392276,0.041329251438655276,0.12591399989841587,-0.0,0.1467565343152629,0.2557304258849396,-0.019541485148708744,0.13295794322893092,0.0028341846419451143,-0.0,-0.0,0.0006274902740675092,0.0,0.06860033484138008,-0.0,-0.009801918459784408,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.1401970761756985,-0.0
0.0,-0.0,-0.3340748623979197,0.0,-0.12018326745408318,0.2223233811582582,-0.029324232400401495,0.15033946510081772,0.0,-0.26252463708188456,0.36318018466012436,-0.09470104341297315,-0.03604570306851494,0.003982392071677256,-0.0,0.0,-0.0013275363321615162,-0.0,0.001380979400998957,-0.0,-0.009707310069644103,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.1401970761756985,-0.0
0.0,0.0,-0.22444585399664552,-0.0,-0.005174515376737878,-0.09718327439852004,-0.07149918117021369,-0.256485707239295,0.0,-0.14558715953984244,-0.4964178855413533,0.16835741051195227,-0.20183106068196413,0.0025779271340180877,0.0,-0.0,-0.0014289822995571288,0.0,-0.06307330447081907,0.0,-0.24079024850161324,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.1401970761756985,0.0
0.0,-0.0,-0.16488318896178933,-0.0,0.028324659506388326,-0.15043438365798306,0.022059124850298574,0.2338457876899942,0.0,0.1467565343152629,0.36318018466012436,-0.019541485148708744,0.11643159593273188,0.0016033038957295462,-0.0,-0.0,0.0005085104357640131,-0.0,0.07660233136813924,0.0,-0.08248966151108285,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.1401970761756985,0.0
0.0,0.0,-0.06225688105177319,0.0,-0.28910006045096626,0.2090106038433924,0.04914290168760643,-0.1445319911729049,0.0,-0.49639959216596885,0.36318018466012436,0.09319785224768787,0.05554505326252493,0.0032541307997430986,-0.0,0.0,0.001672164564855969,-0.0,-0.007855925195199526,-0.0,0.5721000372097826,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.1401970761756985,-0.0
0.0,-0.0,0.35059165286726296,-0.0,-0.09637717811589307,-0.003993833194459723,-0.04754841624222788,0.12485207352424775,-0.0,-0.028649681997800318,-0.28151836799098395,0.13077763137982007,-0.05979145470989565,0.0006804925421368728,0.0,-0.0,0.000545456806605625,-0.0,-0.020396127093640252,-0.0,-0.24205946446989118,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.1401970761756985,-0.0
0.0,0.0,0.40391625791533753,0.0,-0.2214304524343298,0.30220004504745274,-0.04671344008895793,0.1405364663042439,-0.0,0.4391002281703682,-0.06661885044061451,0.05561807311555566,-0.04630943454720697,0.0023957627021607844,0.0,-0.0,3.822696962756269e-05,-0.0,-0.017945210024606226,-0.0,-0.14254128621456513,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.1401970761756985,0.0
-0.0,-0.0,-0.23468100813114903,0.0,0.11323446863610158,-0.17705993828771457,0.022123117036043204,-0.24239148826342155,-0.0,0.263694011857305,0.470629943435309,-0.09470104341297315,0.13504548183476658,0.001735896037333588,-0.0,-0.0,-0.0007116591165221035,-0.0,-0.043730905093583676,-0.0,0.19444472239697305,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.1401970761756985,-0.0
0.0,0.0,0.025514712184206086,-0.0,0.246855358937516,-0.31018771143637214,-0.040573361757361856,0.09505876274506969,0.0,-0.14558715953984244,0.2557304258849396,0.09319785224768787,0.13208813547649936,-0.017345034142217535,-0.0,0.0,0.0026365274647895684,-0.0,-0.016907145579450014,0.0,-0.2852624886825095,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.23871394051537848,-0.0
